Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
208,0.7,0.5454545454545454,20,33,8,2,193.6,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
209,0.7,0.5454545454545454,20,33,9,1,209.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
210,0.7,0.5454545454545454,20,33,7,3,184.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
211,0.7,0.5454545454545454,20,33,7,3,144.5,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
212,0.7,0.5454545454545454,20,33,8,2,197.6,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
213,0.7,0.5454545454545454,20,33,9,2,147.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
214,0.7,0.5454545454545454,20,33,7,2,149.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
215,0.72,0.5454545454545454,20,33,7,1,212.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
216,0.72,0.5454545454545454,20,33,8,2,177.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
217,0.72,0.5454545454545454,20,33,9,3,180.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
218,0.72,0.5454545454545454,20,33,7,3,192.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
219,0.72,0.5454545454545454,20,33,7,1,216.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
220,0.72,0.5454545454545454,20,33,8,3,152.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
221,0.72,0.5454545454545454,20,33,9,1,221.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
222,0.72,0.5454545454545454,20,33,7,3,196.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
223,0.72,0.5454545454545454,20,33,7,1,220.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
224,0.74,0.5454545454545454,20,33,8,2,185.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
225,0.74,0.5454545454545454,20,33,9,1,225.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
226,0.74,0.5454545454545454,20,33,7,3,200.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
227,0.74,0.5454545454545454,20,33,7,1,224.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
228,0.74,0.5454545454545454,20,33,8,1,228.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
229,0.74,0.5454545454545454,21,34,9,3,163.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
230,0.74,0.5454545454545454,21,34,7,3,204.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
231,0.76,0.5392156862745098,21,34,7,1,228.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
232,0.76,0.5392156862745098,21,34,8,2,193.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
233,0.76,0.5392156862745098,21,34,10,1,233.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
234,0.76,0.5392156862745098,21,36,7,3,200.0,1,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
235,0.76,0.5462962962962963,21,36,7,1,232.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
236,0.76,0.5462962962962963,21,36,8,2,197.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
237,0.76,0.5462962962962963,21,36,10,1,237.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
238,0.78,0.5462962962962963,21,36,7,3,204.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
239,0.78,0.5462962962962963,21,36,7,1,239.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
240,0.78,0.5462962962962963,21,36,8,2,201.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
241,0.78,0.5462962962962963,21,36,10,4,142.4,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
242,0.78,0.5462962962962963,21,36,7,3,208.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
243,0.78,0.5462962962962963,21,36,7,2,177.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
244,0.78,0.5462962962962963,21,36,8,2,205.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
245,0.8,0.5462962962962963,21,36,10,1,245.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
246,0.82,0.5462962962962963,21,36,7,3,212.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
247,0.82,0.5462962962962963,21,36,7,2,181.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
248,0.82,0.5462962962962963,21,36,8,2,209.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
249,0.82,0.5462962962962963,21,36,10,1,249.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
250,0.84,0.5462962962962963,21,36,7,3,216.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
251,0.84,0.5462962962962963,21,36,7,2,185.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
252,0.84,0.5462962962962963,21,36,8,3,184.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
253,0.84,0.5462962962962963,21,36,10,2,187.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
254,0.84,0.5462962962962963,21,36,7,3,220.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
255,0.84,0.5462962962962963,21,36,7,2,189.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
256,0.86,0.5462962962962963,21,36,8,2,217.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
257,0.86,0.5462962962962963,21,36,10,2,191.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
258,0.86,0.5462962962962963,21,36,7,3,224.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
259,0.86,0.5462962962962963,21,36,7,1,259.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
260,0.86,0.5462962962962963,21,36,8,2,245.6,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
261,0.88,0.5462962962962963,21,36,10,1,261.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
262,0.88,0.5462962962962963,21,36,7,1,262.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
263,0.88,0.5462962962962963,21,36,7,1,260.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
264,0.88,0.5462962962962963,21,36,8,2,249.6,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
265,0.88,0.5462962962962963,21,36,10,1,265.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
266,0.88,0.5462962962962963,21,36,7,1,266.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
267,0.9,0.5462962962962963,21,36,7,1,264.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
268,0.9,0.5462962962962963,21,36,8,2,229.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
269,0.9,0.5462962962962963,21,36,10,1,269.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
270,0.9,0.5462962962962963,21,37,7,2,221.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
271,0.92,0.5495495495495496,21,37,7,1,268.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
272,0.92,0.5495495495495496,21,39,8,2,243.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
273,0.92,0.5495495495495496,21,39,10,2,223.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
274,0.92,0.5495495495495496,21,39,7,2,225.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
275,0.92,0.5555555555555555,21,39,7,1,272.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
276,0.92,0.5555555555555555,21,39,8,2,247.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
277,0.92,0.5555555555555555,21,39,10,3,240.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
278,0.92,0.5555555555555555,21,39,7,3,243.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
279,0.92,0.5555555555555555,21,39,7,1,276.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
280,0.92,0.5555555555555555,21,39,8,2,262.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
281,0.94,0.5555555555555555,21,39,10,1,281.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
282,0.94,0.5555555555555555,21,39,7,3,247.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
283,0.94,0.5555555555555555,21,39,7,1,283.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
284,0.94,0.5555555555555555,21,39,8,2,255.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
285,0.94,0.5555555555555555,21,39,10,1,285.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
286,0.94,0.5555555555555555,21,39,7,3,251.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
287,0.94,0.5555555555555555,21,39,7,2,237.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
288,0.94,0.5555555555555555,21,39,8,2,259.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
289,0.94,0.5555555555555555,21,39,10,1,289.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
290,0.96,0.5555555555555555,21,39,7,3,255.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
291,0.96,0.5555555555555555,21,39,7,1,288.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
292,0.96,0.5555555555555555,21,39,8,2,263.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
293,0.96,0.5555555555555555,21,39,10,1,293.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
294,0.96,0.5555555555555555,21,39,7,3,259.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
295,0.96,0.5555555555555555,21,39,7,1,295.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
296,0.96,0.5555555555555555,21,39,8,2,278.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
297,0.98,0.5555555555555555,21,39,10,1,297.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
298,0.98,0.5555555555555555,21,39,7,3,263.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
299,0.98,0.5555555555555555,21,39,7,2,249.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
300,0.98,0.5555555555555555,21,39,8,2,282.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
301,1.0,0.5555555555555555,21,39,10,1,301.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
302,1.0,0.5555555555555555,21,39,7,3,267.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
303,1.0,0.5555555555555555,21,39,7,1,300.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
304,1.0,0.5555555555555555,21,39,8,3,236.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
305,1.0,0.5555555555555555,21,39,10,2,255.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
306,1.0,0.5555555555555555,21,39,7,3,271.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
307,1.0,0.5555555555555555,21,39,7,2,257.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
308,1.0,0.5555555555555555,21,39,8,2,279.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
309,1.0,0.5555555555555555,21,39,10,1,309.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
310,1.0,0.5555555555555555,21,39,7,3,275.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
311,1.0,0.5555555555555555,21,39,7,1,308.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
312,1.0,0.5555555555555555,21,39,8,1,312.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
313,1.0,0.5555555555555555,21,39,10,1,313.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
314,1.0,0.5555555555555555,21,39,7,1,314.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
315,1.0,0.5555555555555555,21,39,7,2,265.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
316,1.0,0.5555555555555555,21,39,8,2,287.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
317,1.0,0.5555555555555555,21,39,10,1,317.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
318,1.0,0.5555555555555555,22,41,7,2,278.4,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
319,1.0,0.5528455284552845,22,41,7,1,316.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
320,1.0,0.5528455284552845,22,41,8,2,291.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
321,1.0,0.5528455284552845,22,41,10,1,321.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
322,1.0,0.5528455284552845,22,41,8,3,287.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
323,1.0,0.5348837209302325,23,43,7,3,272.1666666666667,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
324,1.0,0.5348837209302325,23,43,8,1,324.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
325,1.0,0.5348837209302325,23,43,10,1,325.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
326,1.0,0.5348837209302325,23,43,8,3,291.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
327,1.0,0.5407407407407406,24,45,8,1,324.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
328,1.0,0.5407407407407406,24,45,8,2,299.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
329,1.0,0.5407407407407406,24,45,10,4,240.83333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
330,1.0,0.5407407407407406,24,45,8,3,295.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
331,1.0,0.5407407407407406,24,45,9,2,281.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
332,1.0,0.5407407407407406,24,45,8,2,303.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
333,1.0,0.5407407407407406,24,45,10,4,244.83333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
334,1.0,0.5407407407407406,24,45,8,3,299.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
335,1.0,0.5407407407407406,24,45,9,1,332.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
336,1.0,0.5407407407407406,24,45,8,2,307.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
337,1.0,0.5407407407407406,24,45,10,4,248.83333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
338,1.0,0.5407407407407406,24,45,8,3,303.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
339,1.0,0.5407407407407406,24,45,9,1,336.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
340,1.0,0.5407407407407406,24,45,8,2,311.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
341,1.0,0.5407407407407406,24,45,10,1,341.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
342,1.0,0.5407407407407406,24,45,8,3,307.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
343,1.0,0.5407407407407406,24,45,9,1,340.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
344,1.0,0.5407407407407406,24,45,8,3,276.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
345,1.0,0.5407407407407406,24,47,10,3,293.5,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
346,1.0,0.5407407407407406,24,47,8,1,346.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
347,1.0,0.5319148936170213,24,47,9,1,344.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
348,1.0,0.5319148936170213,24,47,8,2,319.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
349,1.0,0.5319148936170213,24,47,10,1,349.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
350,1.0,0.5319148936170213,24,47,8,1,350.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
351,1.0,0.5319148936170213,24,47,9,1,348.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
352,1.0,0.5319148936170213,24,47,8,2,323.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
353,1.0,0.5319148936170213,24,47,10,1,353.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
354,1.0,0.5319148936170213,24,47,8,3,319.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
355,1.0,0.5319148936170213,24,47,9,2,305.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
356,1.0,0.5319148936170213,24,47,8,3,288.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
357,1.0,0.5319148936170213,24,47,10,3,305.5,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
358,1.0,0.5319148936170213,24,47,8,3,323.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
359,1.0,0.5347222222222222,24,48,9,1,356.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
360,1.0,0.5347222222222222,24,48,8,3,292.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
361,1.0,0.5347222222222222,24,48,10,1,361.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
362,1.0,0.5347222222222222,24,48,8,3,327.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
363,1.0,0.5347222222222222,24,48,9,4,273.2857142857143,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
364,1.0,0.5347222222222222,24,48,8,3,296.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
365,1.0,0.5347222222222222,24,48,10,1,365.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
366,1.0,0.5347222222222222,24,48,8,3,331.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
367,1.0,0.5333333333333333,25,50,9,2,258.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
368,1.0,0.5333333333333333,25,50,8,2,339.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
369,1.0,0.5333333333333333,25,50,11,2,246.66666666666669,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
370,1.0,0.5333333333333333,25,50,8,3,335.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
371,1.0,0.5333333333333333,25,50,10,1,368.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
372,1.0,0.5333333333333333,25,50,8,2,343.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
373,1.0,0.5333333333333333,25,51,11,3,309.3333333333333,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
374,1.0,0.5333333333333333,25,51,8,3,339.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
375,1.0,0.5294117647058824,25,51,10,2,325.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
376,1.0,0.5294117647058824,25,51,8,2,358.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
377,1.0,0.5294117647058824,25,51,11,4,288.8333333333333,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
378,1.0,0.5294117647058824,25,51,8,3,343.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
379,1.0,0.5294117647058824,25,51,10,3,205.5,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
380,1.0,0.5294117647058824,25,51,8,2,351.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
381,1.0,0.5294117647058824,25,51,11,2,258.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
382,1.0,0.5294117647058824,25,51,8,3,347.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
383,1.0,0.5294117647058824,25,51,10,1,380.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
384,1.0,0.5294117647058824,25,51,8,2,366.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
385,1.0,0.5294117647058824,25,51,11,2,335.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
386,1.0,0.5294117647058824,25,51,8,1,386.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
387,1.0,0.5294117647058824,25,51,10,1,384.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
388,1.0,0.5294117647058824,25,53,8,3,339.42857142857144,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
389,1.0,0.5294117647058824,25,53,11,2,266.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
390,1.0,0.5294117647058824,25,53,8,1,390.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
391,1.0,0.5345911949685535,25,53,10,1,388.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
392,1.0,0.5345911949685535,25,53,8,2,363.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
393,1.0,0.5345911949685535,25,53,11,4,304.8333333333333,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
394,1.0,0.5345911949685535,25,53,8,1,394.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
395,1.0,0.5345911949685535,25,53,10,1,392.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
396,1.0,0.5345911949685535,25,53,8,2,367.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
397,1.0,0.5345911949685535,25,53,11,2,274.6666666666667,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
398,1.0,0.5345911949685535,25,53,8,3,363.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
399,1.0,0.5345911949685535,25,53,10,2,349.75,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
