Iteration,Accuracy (approx),Average Population Generality,Macropopulation Size,Micropopulation Size,Match Set Size,Action Set Size,Average Iteration Age of Action Set Classifiers,# Classifiers Subsumed in Iteration,# Crossover Operations Performed in Iteration,# Mutation Operations Performed in Iteration,# Covering Operations Performed in Iteration,# Deletion Operations Performed in Iteration,Total Global Time,Total Matching Time,Total Deletion Time,Total Subsumption Time,Total GA Time,Total Evaluation Time
118,0.72,0.5438596491228069,15,21,6,3,87.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.72,0.5238095238095238,15,21,5,1,116.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.72,0.5238095238095238,15,21,7,2,62.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.72,0.5238095238095238,15,21,6,2,102.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.72,0.5238095238095238,15,21,6,3,91.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.72,0.5238095238095238,15,21,5,2,103.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.72,0.5238095238095238,15,21,7,2,94.66666666666667,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.7,0.5238095238095238,15,21,6,1,125.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.72,0.5238095238095238,15,21,6,3,95.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.72,0.5238095238095238,15,21,5,2,107.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.72,0.5238095238095238,15,21,7,2,70.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.72,0.5238095238095238,15,21,6,1,129.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.72,0.5238095238095238,15,21,6,1,130.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.74,0.5238095238095238,15,21,5,1,128.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.74,0.5238095238095238,15,21,7,2,74.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.74,0.5238095238095238,15,21,6,1,133.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.74,0.5238095238095238,15,21,6,1,134.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.74,0.5238095238095238,15,21,5,2,115.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.74,0.5238095238095238,15,21,7,2,78.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.74,0.5238095238095238,15,21,6,1,137.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.74,0.5238095238095238,15,21,6,3,107.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.74,0.5238095238095238,15,21,5,1,136.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.74,0.5238095238095238,15,21,7,2,82.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.72,0.5238095238095238,15,21,6,1,141.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.72,0.5238095238095238,15,21,6,1,142.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.72,0.5238095238095238,15,21,5,1,143.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.72,0.5238095238095238,15,21,7,2,86.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.72,0.5238095238095238,15,21,6,1,145.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.72,0.5238095238095238,15,21,6,3,115.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.74,0.5238095238095238,15,21,5,1,144.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.74,0.5238095238095238,15,21,7,1,148.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.74,0.5238095238095238,15,21,6,1,149.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.74,0.5238095238095238,15,21,6,3,119.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.74,0.5238095238095238,15,21,5,2,131.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.74,0.5238095238095238,15,21,7,2,94.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.72,0.5238095238095238,15,21,6,1,153.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.72,0.5238095238095238,15,21,6,3,123.33333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.72,0.5238095238095238,15,21,5,2,135.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.72,0.5238095238095238,15,21,7,1,156.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.7,0.5238095238095238,15,21,6,1,157.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.7,0.5238095238095238,15,21,6,1,158.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.7,0.5238095238095238,15,21,5,1,159.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.7,0.5238095238095238,15,21,7,2,102.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.7,0.5238095238095238,16,23,6,2,148.8,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.7,0.5238095238095238,16,23,6,1,162.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.7,0.5217391304347826,16,23,5,1,160.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.7,0.5217391304347826,17,25,7,2,120.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.7,0.5217391304347826,17,25,7,1,165.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.7,0.5217391304347826,17,25,6,1,166.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.7,0.5199999999999999,17,25,5,1,167.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.7,0.5199999999999999,17,25,8,2,110.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.68,0.5199999999999999,17,25,7,1,169.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.68,0.5199999999999999,17,25,6,1,170.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.68,0.5199999999999999,17,25,5,1,171.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
172,0.68,0.5199999999999999,17,25,8,2,114.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
173,0.68,0.5199999999999999,17,25,7,3,136.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
174,0.68,0.5199999999999999,17,25,6,3,143.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
175,0.7,0.5199999999999999,17,25,5,1,172.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
176,0.7,0.5199999999999999,17,25,8,2,118.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
177,0.7,0.5199999999999999,17,25,7,1,177.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
178,0.7,0.5199999999999999,17,25,6,3,147.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
179,0.7,0.5199999999999999,17,25,5,1,176.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
180,0.7,0.5199999999999999,17,25,8,2,122.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
181,0.68,0.5199999999999999,17,25,7,1,181.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
182,0.68,0.5199999999999999,17,25,6,1,182.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
183,0.7,0.5199999999999999,17,25,5,1,180.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
184,0.7,0.5199999999999999,17,25,8,1,184.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
185,0.7,0.5199999999999999,17,25,7,3,148.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
186,0.7,0.5199999999999999,17,25,6,3,155.33333333333334,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
187,0.7,0.5199999999999999,17,25,5,1,187.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
188,0.7,0.5199999999999999,17,25,8,2,130.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
189,0.68,0.5199999999999999,17,25,7,1,189.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
190,0.68,0.5199999999999999,18,27,6,3,166.5,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
191,0.68,0.5402298850574712,19,29,5,2,166.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
192,0.68,0.5402298850574712,19,29,8,2,134.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
193,0.68,0.5402298850574712,19,29,8,1,193.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
194,0.7,0.5402298850574712,19,29,7,3,168.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
195,0.7,0.5402298850574712,19,29,6,1,192.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
196,0.7,0.5402298850574712,19,29,8,2,138.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
197,0.7,0.5402298850574712,20,31,8,1,197.0,0,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
198,0.7,0.5402298850574712,20,31,7,1,198.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
199,0.7,0.5376344086021505,20,31,7,1,196.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
200,0.7,0.5376344086021505,20,31,8,1,200.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
201,0.7,0.5376344086021505,20,31,9,2,135.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
202,0.7,0.5376344086021505,20,31,7,1,202.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
203,0.7,0.5376344086021505,20,31,7,2,137.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
204,0.7,0.5376344086021505,20,31,8,3,136.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
205,0.7,0.5376344086021505,20,31,9,2,139.33333333333331,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
206,0.7,0.5376344086021505,20,31,7,3,180.0,0,0,0,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
207,0.7,0.5454545454545454,20,33,7,1,204.0,1,0,1,0,0,0.01564955711364746,0.01564955711364746,0.0,0.0,0.0,0.0
